曾有確診或疑似2019冠狀病毒病個案的大廈名單 
曾有確診或疑似個案居住過的住宅大廈名單 
(註: 大廈會在報告日期起計保留在名單內 14天。) 
 
地區 大廈名單 相關確診/疑似個案編號 
灣仔 卓信商業大廈    28/07/2020 2650, 2899 
祥興記上海生煎包 
東區 康怡廣場 28/07/2020 3070, 3049 
西貢 都會駅 泰巷 29/07/2020 2990 
西貢 都會駅 豪宴酒家 29/07/2020 2990 
西貢 都會駅會所 29/07/2020 2990 
深水埗 長沙灣廣場 潮濠城 29/07/2020 2990 
酒樓 
黃大仙 黃大仙中心北館 翠 29/07/2020 2990 
園 
油尖旺 K11 蓮苑 29/07/2020 2990 
油尖旺 海港城 Amelia 29/07/2020 2990 
油尖旺 海港城 唐人館 29/07/2020 2990 
油尖旺 國際廣場 炊公館 29/07/2020 2990 
油尖旺 銀行中心廣場 29/07/2020 3052 
九龍城 The Argyle 十字冰 29/07/2020 3067 
室 
沙田 新城市廣場  Shake 29/07/2020 3067 
Shack 
沙田 新港城中心(3期) 29/07/2020 3067 
沙田 新港城中心(3期) 29/07/2020 3067 
海記魚蛋粥麵 
元朗 元政路12號 29/07/2020 3318 
元朗 天澤服務設施大樓 29/07/2020 3318 
屯門 新墟街市 29/07/2020 1471, 1561, 
1907,1931, 2154, 
2381, 2458, 2598, 
2691, 2889 
深水埗 石硤尾商場 29/07/2020 1813, 1881, 1927, 
2067, 2418, 2688, 
3038 
元朗 同益街市 29/07/2020 2172, 3318 
油尖旺 旺角街市 29/07/2020 2195, 3052 
77 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
九龍城 怡安閣 29/07/2020 2289, 2476, 2546, 
2722, 3102, 3154, 
3165, 3205, 3224, 
3321, 3326, 3350, 
3368, 3369, 3408, 
3441, 3469, 3470, 
3487, 3490, 3492 
油尖旺 海港城 29/07/2020 2538, 2790, 3052 
沙田 新港城中心(4期) 29/07/2020 2540, 3067 
油尖旺 旺角中心 29/07/2020 2949, 3052 
中西區 八達大廈 大快活 30/07/2020 3158 
中西區 太古廣場 30/07/2020 3158 
九龍城 家維邨 家義樓 30/07/2020 3188 
元朗 青山公路元朗段 21 30/07/2020 3318 
號 
中西區 西營盤社區綜合大 30/07/2020 3464 
樓 
元朗 大橋街市 30/07/2020 1471, 1561, 2286, 
3460 
北區 上水屠房 30/07/2020 2671, 2770, 2806, 
2849, 2952, 3069, 
3149, 3277, 3278, 
3279 
觀塘 Megabox 茶木台式 31/07/2020 3341 
休閒餐廳 
觀塘 億京中心 31/07/2020 3341 
西貢 將軍澳工業邨駿光 31/07/2020 3341 
街 
沙田 顯徑商場 31/07/2020 1666, 2306, 2310, 
3456 
九龍城 紅磡市政大廈 31/07/2020 1723, 1760, 1765, 
1877, 1965, 2116, 
2296, 2316, 2341, 
3188, 3290 
九龍城 福裕樓 01/08/2020 3412 
九龍城 潮樓 翠河餐廳 01/08/2020 3412 
78 
 
報告日期/      
相關確診/疑似個案編
地區 大廈名單 曾有涉及個案 
號 
最後到訪的日期 
元朗 嘉湖海逸酒店 01/08/2020 3460 
 
 
(最後更新於2020年8月2日，以上資料每天更新一次。) 
79 
 
